id,disasterType,startDate,cleansdate,endDate,cleanedate,lat,lon,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Business(es) damaged,Business(es) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions
419,Shipwreck ,07/06/2001,07/06/2001,07/06/2001,7/06/2001,-27.19967842,153.2517242,,,,4,,,,,,,,,,,,,Queensland
420,Shipwreck ,06/01/1891 00:00:00,06/01/1891,06/01/1891 00:00:00,06/01/1891,-38.87767029,143.5267639,,,,12,,,,,,,,,,,,,Victoria
421,Extreme Weather,06/01/1897 00:00:00,06/01/1897,07/01/1897 00:00:00,07/01/1897,-12.45970917,130.8193665,,,,28,,,,,,,,,,,,,Northern Territory
422,Shipwreck ,3/22/1969 0:00,3/22/1969,3/22/1969 0:00,3/22/1969,-38.70296097,146.4672394,,,20,3,,,,,,,,,,,,,Victoria
423,Transport ,05/11/1944,05/11/1944,05/11/1944,5/11/1944,-30.55324364,138.4249878,,,27,4,,,,,,,,,,,,,South Australia
424,Extreme Weather,11/18/2001 0:00,11/18/2001,11/21/2001 0:00,11/21/2001,-32.72064972,152.1438293,,,,3,30000000,2000,,,,200,,,,,,,New South Wales
425,Industrial ,10/12/1912,10/12/1912,10/12/1912,10/12/1912,-42.0750351,145.5578613,,,,42,,,,,,,,,,,,,Tasmania
426,Shipwreck ,05/12/1990,05/12/1990,05/12/1990,5/12/1990,-37.776956,149.486847,,,1,3,,,,,,,,,,,,,Victoria
427,Bushfire ,09/01/1984,09/01/1984,02/01/1985,2/01/1985,-31.49797058,145.8381958,,,,4,25000000,,,,,,,,,,40000,,New South Wales
428,Extreme Weather,04/09/1998,04/09/1998,04/10/1998,4/10/1998,-33.91579819,151.0357513,,,,1,10000000,80,,10,,,,5,,,,,New South Wales
429,Extreme Weather,1/24/1991 0:00,1/24/1991,1/24/1991 0:00,1/24/1991,-37.70148087,148.4568787,,,,,12000000,,,,,,,,,,,,Victoria
430,Shipwreck ,31/05/1878 00:00:00,31/05/1878,31/05/1878 00:00:00,31/05/1878,-38.65086365,143.0611267,,,2,49,,,,,,,,,,,,,Victoria
431,Urban Fire ,12/25/1975 0:00,12/25/1975,12/25/1975 0:00,12/25/1975,-33.87397766,151.222168,,,22,15,,,,,1,,,,,,,,New South Wales
432,Shipwreck ,25/08/1834 00:00:00,25/08/1834,25/08/1834 00:00:00,25/08/1834,-39.24076462,145.8654785,,,,12,,,,,,,,,,,,,New South Wales
433,Extreme Weather,1/16/1950 0:00,1/16/1950,1/19/1950 0:00,1/19/1950,-17.70944595,140.020752,100,,,7,,,,,,,,,,,,,New South Wales
433,Extreme Weather,1/16/1950 0:00,1/16/1950,1/19/1950 0:00,1/19/1950,-17.70944595,140.020752,100,,,7,,,,,,,,,,,,,Queensland
434,Extreme Weather,02/03/1990,02/03/1990,02/07/1990,2/07/1990,-28.63967705,153.6139374,,,,6,33000000,,,,,,,,,,,,Queensland
435,Urban Fire ,1/15/1995 0:00,1/15/1995,1/15/1995 0:00,1/15/1995,-33.91928864,150.9240875,,,,8,,,,,1,,,,,,,,New South Wales
436,Transport ,31/10/1894 00:00:00,31/10/1894,31/10/1894 00:00:00,31/10/1894,-33.89168549,151.1985626,,,27,14,,,,,,,,,,,,,New South Wales
437,Shipwreck ,30/03/1874 00:00:00,30/03/1874,30/03/1874 00:00:00,30/03/1874,-38.70828629,146.7038727,,,1,8,,,,,,,,,,,,,Victoria
438,Industrial ,6/26/2000 0:00,6/26/2000,6/26/2000 0:00,6/26/2000,-30.74659348,121.474884,,,8,3,,,,,,,,,,,,,Western Australia
439,Environmental,04/01/2000,04/01/2000,8/22/2001 0:00,8/22/2001,-21.93014717,114.1222,,,,,,,,,,,,,,,,,Western Australia
440,Shipwreck ,06/01/1942,06/01/1942,06/01/1942,6/01/1942,-33.85811996,151.2301178,,,10,21,,,,,,,,,,,,,New South Wales
441,Transport ,09/03/1986,09/03/1986,09/03/1986,9/03/1986,-37.71876144,144.897049,,,,6,,,,,,,,,,,,,Victoria
442,Bushfire ,12/31/2005 0:00,12/31/2005,1/31/2006 0:00,1/31/2006,-37.0141716,142.7177734,,,6,4,22400000,,57,,359,,,,,,64265,,Victoria
443,Transport ,01/10/2006,01/10/2006,01/10/2006,1/10/2006,30.31243134,30.54748535,,,27,6,,,,,,,,,,,,,Outside Australia
444,Extreme Weather,01/02/1879 00:00:00,01/02/1879,01/02/1879 00:00:00,01/02/1879,-14.46360493,132.2644043,,,,6,,,,,,,,,,,,,Northern Territory
445,Extreme Weather,2/20/1954 0:00,2/20/1954,2/24/1954 0:00,2/24/1954,-28.16656685,153.538147,,,,26,,,,,,,,,,,,,Queensland
445,Extreme Weather,2/20/1954 0:00,2/20/1954,2/24/1954 0:00,2/24/1954,-28.16656685,153.538147,,,,26,,,,,,,,,,,,,New South Wales
446,Extreme Weather,10/13/1998 0:00,10/13/1998,10/13/1998 0:00,10/13/1998,-33.91352081,150.9316711,,,,,23000000,12,,,,,,,,,,,Queensland
447,Shipwreck ,19/09/1851 00:00:00,19/09/1851,19/09/1851 00:00:00,19/09/1851,-38.47509384,141.4517212,,,,25,,,,,,,,,,,,,Victoria
448,Extreme Weather,3/20/2006 0:00,3/20/2006,3/20/2006 0:00,3/20/2006,-17.51965332,146.0728455,,,30,,540000000,10000,,,,,,,,,,,Queensland
449,Industrial ,4/25/2006 0:00,4/25/2006,05/09/2006,5/09/2006,-41.19312286,146.8199158,,,2,1,,,,,,,,,,,,,Tasmania
450,Transport ,11/20/1989 0:00,11/20/1989,11/20/1989 0:00,11/20/1989,-37.876291,145.149077,,,75,,,,,,,,,,,,,,Victoria
451,Other ,8/14/1971 0:00,8/14/1971,8/14/1971 0:00,8/14/1971,-27.47023964,153.0235443,,,,3,,,,,,,,,,,,,Queensland
452,Extreme Weather,02/12/1992,02/12/1992,2/13/1992 0:00,2/13/1992,-33.73226166,151.1278381,,,1,,118000000,3000,,,,7000,,,,,,,New South Wales
453,Other ,3/30/2006 0:00,3/30/2006,3/30/2006 0:00,3/30/2006,-32.92597198,151.7758331,,,37,,,,,,,,,,,,,,New South Wales
454,Shipwreck ,02/10/1964,02/10/1964,02/10/1964,2/10/1964,-35.40248489,150.7159424,,,232,82,,,,,,,,,,,,,New South Wales
455,Transport ,4/20/1908 0:00,4/20/1908,4/20/1908 0:00,4/20/1908,-37.78783417,144.8325806,,,413,44,,,,,,,,,,,,,Victoria
456,Urban Fire ,4/29/1981 0:00,4/29/1981,4/29/1981 0:00,4/29/1981,-33.86585236,151.0839844,,,51,16,,,,,1,,,,,,,,New South Wales
457,Urban Fire ,01/01/1991,01/01/1991,01/01/1991,1/01/1991,-37.96565247,145.1743774,,,22,4,,,,,,,,,,,,,Victoria
458,Extreme Weather,3/27/1978 0:00,3/27/1978,04/04/1978,4/04/1978,-20.31162643,118.5752563,,20,,5,13000000,,,,,,,,,,,,Western Australia
459,Industrial ,7/24/1991 0:00,7/24/1991,7/24/1991 0:00,7/24/1991,-34.33273315,150.9136047,,,,3,,,,,,,,,,,,,New South Wales
460,Extreme Weather,11/14/1979 0:00,11/14/1979,11/14/1979 0:00,11/14/1979,-33.60050201,137.9333191,,150,71,,10000000,,,,,,,,,,,,South Australia
461,Shipwreck ,10/03/1879 00:00:00,10/03/1879,11/03/1879 00:00:00,11/03/1879,-33.01327133,151.7850494,,,,5,,,,,,,,,,,,,New South Wales
462,Bushfire ,01/02/1898 00:00:00,01/02/1898,02/02/1898 00:00:00,02/02/1898,-38.19710922,146.5346222,,2500,,12,,,,,2000,,,,,,,,Victoria
463,Transport ,2/13/1938 0:00,2/13/1938,2/13/1938 0:00,2/13/1938,-33.8511734,151.2096405,,,,19,,,,,,,,,,,,,New South Wales
464,Urban Fire ,8/13/1966 0:00,8/13/1966,8/13/1966 0:00,8/13/1966,-37.81154633,144.9627075,,,,30,,,,,1,,,,,,,,Victoria
465,Other ,1/22/1988 0:00,1/22/1988,1/22/1988 0:00,1/22/1988,-19.64363861,134.1915588,,,,,,,,,,,,,,,,,Northern Territory
466,Extreme Weather,11/19/1910 0:00,11/19/1910,11/19/1910 0:00,11/19/1910,-17.95405579,122.2489929,,,,40,,70,20,,,,,,,,,,Western Australia
467,Shipwreck ,01/01/1753 00:00:00,01/01/1753,01/01/1753 00:00:00,01/01/1753,-20.47590828,115.5075073,,,,95,,,,,,,,,,,,,Western Australia
468,Transport ,05/08/1943,05/08/1943,05/08/1943,5/08/1943,-36.099602,146.825495,,,,25,,,,,,,,,,,,,Victoria
469,Bushfire ,1/17/1987 0:00,1/17/1987,1/20/1987 0:00,1/20/1987,-34.63893127,148.0243835,,,20,3,,,,,,,,,,,,,New South Wales
470,Industrial ,12/12/1882 00:00:00,12/12/1882,12/12/1882 00:00:00,12/12/1882,-37.42157364,143.8936005,,,,22,,,,,,,,,,,,,Victoria
471,Extreme Weather,12/16/1980 0:00,12/16/1980,12/16/1980 0:00,12/16/1980,-27.30474854,153.0626831,,,,,15000000,5000,,,,,,,,,,,Queensland
472,Extreme Weather,9/29/1996 0:00,9/29/1996,9/29/1996 0:00,9/29/1996,-30.51434326,151.6669617,,,10,,104000000,,,5000,,4000,,,,,,,New South Wales
473,Transport ,12/31/1968 0:00,12/31/1968,12/31/1968 0:00,12/31/1968,-20.37782,118.633032,,,,26,,,,,,,,,,,,,Western Australia
474,Extreme Weather,03/09/1903,03/09/1903,03/09/1903,3/09/1903,-19.25200272,146.8206024,,,,10,,,,,2,,,,,,,,Queensland
475,Shipwreck ,2/25/1915 0:00,2/25/1915,2/25/1915 0:00,2/25/1915,-12.47206974,130.838974,,,,9,,,,,,,,,,,,,Northern Territory
476,Bushfire ,11/20/1997 0:00,11/20/1997,12/20/1997 0:00,12/20/1997,-30.34799194,148.890152,,,,4,,,10,,,,,,,,,,New South Wales
477,Shipwreck ,26/08/1791 00:00:00,26/08/1791,26/08/1791 00:00:00,26/08/1791,-11.47733307,144.0362549,,,91,35,,,,,,,,,,,,,Queensland
478,Other ,1/31/1928 0:00,1/31/1928,1/31/1928 0:00,1/31/1928,-34.99681473,138.6215363,,,3,6,,,,,,,,,,,,,South Australia
479,Shipwreck ,23/05/1874 00:00:00,23/05/1874,23/05/1874 00:00:00,23/05/1874,-39.95100403,143.8315125,,,9,79,,,,,,,,,,,,,Victoria
480,Industrial ,18/07/1895 00:00:00,18/07/1895,18/07/1895 00:00:00,18/07/1895,-31.90786934,141.4599609,,,1,9,,,,,,,,,,,,,New South Wales
481,Extreme Weather,1/31/2009 0:00,1/31/2009,02/07/2009,2/07/2009,-18.6511116,146.1546173,,,,1,19000000,3000,,,,,,,,,,,Queensland
482,Bushfire ,02/07/2009,02/07/2009,02/08/2009,2/08/2009,-37.56237411,145.3191986,,,414,173,1070000000,,2029,,,,,,61,,,,Victoria
483,Environmental,1/27/2009 0:00,1/27/2009,1/31/2009 0:00,1/31/2009,-37.81310654,144.9633942,,,,374,,,,,,,,,,,,,South Australia
483,Environmental,1/27/2009 0:00,1/27/2009,1/31/2009 0:00,1/31/2009,-37.81310654,144.9633942,,,,374,,,,,,,,,,,,,Victoria
484,Extreme Weather,5/20/2009 0:00,5/20/2009,5/23/2009 0:00,5/23/2009,-28.64416122,153.612381,,,,1,48000000,,,,,,,,,,,,New South Wales
486,Other ,7/17/2009 0:00,7/17/2009,7/17/2009 0:00,7/17/2009,-6.226781845,106.8269806,,,53,9,,,,,,,,,,,,,Outside Australia
487,Epidemic ,05/09/2009,05/09/2009,12/01/2010,12/01/2010,-27.47092438,153.0235901,,,,191,,,,,,,,,,,,,Northern Territory
487,Epidemic ,05/09/2009,05/09/2009,12/01/2010,12/01/2010,-27.47092438,153.0235901,,,,191,,,,,,,,,,,,,Queensland
487,Epidemic ,05/09/2009,05/09/2009,12/01/2010,12/01/2010,-27.47092438,153.0235901,,,,191,,,,,,,,,,,,,New South Wales
487,Epidemic ,05/09/2009,05/09/2009,12/01/2010,12/01/2010,-27.47092438,153.0235901,,,,191,,,,,,,,,,,,,Australian Capital Territory
487,Epidemic ,05/09/2009,05/09/2009,12/01/2010,12/01/2010,-27.47092438,153.0235901,,,,191,,,,,,,,,,,,,South Australia
487,Epidemic ,05/09/2009,05/09/2009,12/01/2010,12/01/2010,-27.47092438,153.0235901,,,,191,,,,,,,,,,,,,Western Australia
487,Epidemic ,05/09/2009,05/09/2009,12/01/2010,12/01/2010,-27.47092438,153.0235901,,,,191,,,,,,,,,,,,,Tasmania
487,Epidemic ,05/09/2009,05/09/2009,12/01/2010,12/01/2010,-27.47092438,153.0235901,,,,191,,,,,,,,,,,,,Victoria
488,Other ,9/30/2009 0:00,9/30/2009,9/30/2009 0:00,9/30/2009,-1.076596975,100.4370117,,,1214,1117,,78604,135448,,485,,,,,,,,Outside Australia
490,Extreme Weather,3/31/2009 0:00,3/31/2009,04/02/2009,4/02/2009,-30.29631233,153.1156769,,,,,37000000,,,,,,,,,,,,New South Wales
491,Extreme Weather,11/16/2008 0:00,11/16/2008,11/22/2008 0:00,11/22/2008,-27.6130867,152.758194,,,,1,309000000,,,,,,,,,,,,Queensland
492,Other ,06/03/2008,06/03/2008,06/03/2008,6/03/2008,-20.60193634,115.5761719,,,,,230000000,,,,,,,1,,,,,Western Australia
493,Extreme Weather,04/02/2008,04/02/2008,04/02/2008,4/02/2008,-38.22995377,143.8007355,,,,2,65000000,,,,,,,,,,,,Tasmania
493,Extreme Weather,04/02/2008,04/02/2008,04/02/2008,4/02/2008,-38.22995377,143.8007355,,,,2,65000000,,,,,,,,,,,,South Australia
493,Extreme Weather,04/02/2008,04/02/2008,04/02/2008,4/02/2008,-38.22995377,143.8007355,,,,2,65000000,,,,,,,,,,,,Victoria
494,Extreme Weather,2/14/2008 0:00,2/14/2008,2/17/2008 0:00,2/17/2008,-21.14058876,149.1856689,,,,,410000000,4000,,,,,,,,,,,Queensland
495,Extreme Weather,02/10/2008,02/10/2008,2/18/2008 0:00,2/18/2008,-27.99584007,152.6824951,,,,,410000000,4000,,,,,,,,,,,Queensland
496,Extreme Weather,01/04/2008,01/04/2008,01/11/2008,1/11/2008,-28.62035561,153.0040588,,,,,15000000,,,,,,,,,,,,New South Wales
497,Extreme Weather,01/01/2008,01/01/2008,1/31/2008 0:00,1/31/2008,-27.47092438,153.0235443,,,,,70000000,,,,,,,,,,,,Queensland
498,Bushfire ,12/28/2007 0:00,12/28/2007,01/08/2008,1/08/2008,-31.23159218,120.1804733,,,,3,,,,,,,,,,,,,Western Australia
499,Extreme Weather,12/27/2007 0:00,12/27/2007,01/07/2008,1/07/2008,-28.80575943,153.2768707,,,,,15000000,,,,,,,,,,,,Queensland
500,Extreme Weather,12/09/2007,12/09/2007,12/09/2007,12/09/2007,-33.91594315,151.0356598,,,30,,415000000,,,,,,,,,,,,New South Wales
501,Extreme Weather,11/30/2010 0:00,11/30/2010,1/17/2011 0:00,1/17/2011,-27.56394386,151.9540558,5900,,,33,2380000000,3600,,29000,,,,,,,,,Queensland
502,Bushfire ,02/05/2011,02/05/2011,02/07/2011,2/07/2011,-32.10860443,116.0691833,,,12,,35000000,39,72,,,,,,,,,,Western Australia
503,Extreme Weather,02/03/2011,02/03/2011,02/03/2011,2/03/2011,-17.85067558,146.1099243,,,,1,1412000000,1000,,,,,,,,,,,Queensland
504,Extreme Weather,4/18/1990 0:00,4/18/1990,4/21/1990 0:00,4/21/1990,-26.39740562,146.2445068,2300,,60,6,30000000,500,,,,,,,,,,,Queensland
505,Extreme Weather,02/04/2011,02/04/2011,02/06/2011,2/06/2011,-37.81795502,144.9536133,6000,,1,,418670000,,,20,,,,,,,,,Victoria
506,Extreme Weather,03/06/2010,03/06/2010,03/07/2010,3/07/2010,-37.81795502,144.9536133,,,,,1044000000,0,,0,,,,,,,,,Victoria
507,Extreme Weather,01/12/2011,01/12/2011,1/18/2011 0:00,1/18/2011,-36.05048752,145.2052765,,,,1,126495000,,,,,,,,,,,,Victoria
508,Other ,03/11/2011,03/11/2011,03/11/2011,3/11/2011,38.26999283,140.8694458,200000,,5388,15467,,,,,,,,,,,,,Outside Australia
509,Extreme Weather,3/22/2010 0:00,3/22/2010,3/22/2010 0:00,3/22/2010,-31.90671539,115.8136139,100,,,,1053000000,,,,,,,,,,,,Western Australia
510,Extreme Weather,2/28/2010 0:00,2/28/2010,03/05/2010,3/05/2010,-27.47092438,153.0235443,,,,,46700000,,,,,,,,,,,,Queensland
511,Extreme Weather,01/10/1998,01/10/1998,01/12/1998,1/12/1998,-19.25686264,146.8180695,,,,1,71000000,,14,,,,,,,,,,Queensland
512,Environmental,01/01/1991,01/01/1991,10/01/1996,10/01/1996,-27.56520081,151.9551697,,,,,,,,,,,,,,,,,Northern Territory
512,Environmental,01/01/1991,01/01/1991,10/01/1996,10/01/1996,-27.56520081,151.9551697,,,,,,,,,,,,,,,,,Queensland
512,Environmental,01/01/1991,01/01/1991,10/01/1996,10/01/1996,-27.56520081,151.9551697,,,,,,,,,,,,,,,,,New South Wales
512,Environmental,01/01/1991,01/01/1991,10/01/1996,10/01/1996,-27.56520081,151.9551697,,,,,,,,,,,,,,,,,Australian Capital Territory
512,Environmental,01/01/1991,01/01/1991,10/01/1996,10/01/1996,-27.56520081,151.9551697,,,,,,,,,,,,,,,,,South Australia
512,Environmental,01/01/1991,01/01/1991,10/01/1996,10/01/1996,-27.56520081,151.9551697,,,,,,,,,,,,,,,,,Western Australia
512,Environmental,01/01/1991,01/01/1991,10/01/1996,10/01/1996,-27.56520081,151.9551697,,,,,,,,,,,,,,,,,Tasmania
512,Environmental,01/01/1991,01/01/1991,10/01/1996,10/01/1996,-27.56520081,151.9551697,,,,,,,,,,,,,,,,,Victoria
513,Extreme Weather,01/12/2009,01/12/2009,2/14/2009 0:00,2/14/2009,0,0,,,,,19000000,,,,,,,,,,,,Queensland
514,Extreme Weather,6/29/2005 0:00,6/29/2005,6/30/2005 0:00,6/30/2005,-28.80650711,153.276947,3000,,,1,25000000,,,,,,,,,,,,New South Wales
515,Other ,06/08/2007,06/08/2007,06/08/2007,6/08/2007,-33.42005157,151.2840576,,,,5,,,,,,,,,,,,,New South Wales
516,Bushfire ,10/09/2002,10/09/2002,10/09/2002,10/09/2002,-34.06602859,151.0125427,,,,,25000000,11,10,,,,,,,,,,New South Wales
517,Industrial ,08/07/1994,08/07/1994,08/07/1994,8/07/1994,-24.55961418,149.9702454,,,,11,,,,,,,,,,,,,Queensland
518,Bushfire ,11/03/1980,11/03/1980,11/03/1980,11/03/1980,-34.13113022,150.9933472,,,,5,,,,,,,1,,,,,,New South Wales
519,Extreme Weather,6/29/2005 0:00,6/29/2005,6/30/2005 0:00,6/30/2005,-19.25706673,146.8179474,,,,2,53900000,,,,,,,,,,,,Queensland
520,Extreme Weather,01/06/2001,01/06/2001,01/06/2001,1/06/2001,-32.24010086,148.6098328,,,,,15000000,,,400,,150,,,,,,,New South Wales
521,Industrial ,23/03/1887 00:00:00,23/03/1887,23/03/1887 00:00:00,23/03/1887,-34.42461014,150.8930969,,,,81,,,,,,,,,,,,,New South Wales
522,Extreme Weather,1/16/2002 0:00,1/16/2002,1/16/2002 0:00,1/16/2002,-29.69006538,152.9331207,,,,,10000000,,,,,,,,,,,,New South Wales
523,Urban Fire ,12/29/1990 0:00,12/29/1990,12/29/1990 0:00,12/29/1990,-27.61316109,152.7583313,,,,5,,,,,1,,,,,,,,Queensland
524,Transport ,10/01/1994,10/01/1994,10/01/1994,10/01/1994,-27.35072708,153.0600586,,,38,12,,,,,,,,,,,,,Queensland
525,Transport ,1/30/1913 0:00,1/30/1913,1/30/1913 0:00,1/30/1913,-27.45425606,152.0499573,,,,6,,,,,,,,,,,,,Queensland
526,Transport ,9/22/1966 0:00,9/22/1966,9/22/1966 0:00,9/22/1966,-22.338644,143.070402,,,,24,,,,,,,,,,,,,Queensland
527,Industrial ,10/14/1904 0:00,10/14/1904,10/14/1904 0:00,10/14/1904,-20.06367111,146.2568665,,,,7,,,,,,,,,,,,,Queensland
528,Transport ,06/07/1925,06/07/1925,06/07/1925,6/07/1925,-26.32070923,152.7835388,,,53,10,,,,,,,,,,,,,Queensland
529,Transport ,05/07/2005,05/07/2005,05/07/2005,5/07/2005,-12.78505993,143.3065643,,,,15,,,,,,,,,,,,,Queensland
530,Transport ,11/15/2004 0:00,11/15/2004,11/15/2004 0:00,11/15/2004,-24.60862923,151.8471985,,,100,,,,,,,,,,,,,,Queensland
531,Transport ,2/26/1960 0:00,2/26/1960,2/26/1960 0:00,2/26/1960,-23.63571739,147.2937012,,,43,7,,,,,,,,,,,,,Queensland
532,Transport ,13/02/1896 00:00:00,13/02/1896,13/02/1896 00:00:00,13/02/1896,-27.47328568,153.0229797,,,,57,,,,,,,,,,,,,Queensland
533,Transport ,03/10/1949,03/10/1949,03/10/1949,3/10/1949,-28.16490364,153.5157928,,,,21,,,,,,,,,,,,,Queensland
534,Transport ,02/04/1987,02/04/1987,02/04/1987,2/04/1987,-17.10798073,145.7748413,,,30,8,,,,,,,1,,,,,,Queensland
535,Transport ,05/11/1990,05/11/1990,05/11/1990,5/11/1990,-17.20360947,145.4060364,,,,11,,,,,,,,,,,,,Queensland
536,Transport ,9/25/1990 0:00,9/25/1990,9/25/1990 0:00,9/25/1990,-27.97285652,153.2337646,,,38,11,,,,,,,1,,,,,,Queensland
537,Transport ,06/10/1960,06/10/1960,06/10/1960,6/10/1960,-21.18129158,149.1945038,,,,,,,,,,,,,,,,,Queensland
538,Transport ,10/18/1947 0:00,10/18/1947,10/18/1947 0:00,10/18/1947,-26.1312027,152.664505,,,15,6,,,,,,,,,,,,,Queensland
539,Transport ,12/01/1956,12/01/1956,12/01/1956,12/01/1956,-26.58657074,149.1904449,,,10,5,,,,,,,,,,,,,Queensland
540,Transport ,06/12/1996,06/12/1996,06/12/1996,6/12/1996,-19.25670052,146.8177338,,,12,18,,,,,,,,,,,,,Queensland
541,Transport ,7/24/2000 0:00,7/24/2000,7/24/2000 0:00,7/24/2000,-22.81171036,149.8910828,,,,5,,,,,,,,,,,,,Queensland
542,Bushfire ,11/14/1954 0:00,11/14/1954,11/14/1954 0:00,11/14/1954,-20.06302643,146.259613,,,,3,,,,,,,,,,,,,Queensland
543,Urban Fire ,8/18/2002 0:00,8/18/2002,8/18/2002 0:00,8/18/2002,-27.31918716,153.0713196,,,6,3,,,,,2,,,,2,,,,Queensland
544,Extreme Weather,04/02/2000,04/02/2000,04/04/2000,4/04/2000,-18.86470795,146.2994385,,,,,15000000,,,,,,,,,,,,Queensland
545,Extreme Weather,2/27/2000 0:00,2/27/2000,03/09/2000,3/09/2000,-16.28831482,149.9652405,,,,1,11000000,,,,,,,,,,,,Queensland
546,Extreme Weather,04/07/1988,04/07/1988,04/12/1988,4/12/1988,-28.80591011,153.2769165,,,,,25000000,,,,,,,,,,,,New South Wales
547,Extreme Weather,6/30/2005 0:00,6/30/2005,6/30/2005 0:00,6/30/2005,-28.1733017,153.542984,,,,1,25000000,,,,,,,,,,,,New South Wales
548,Extreme Weather,11/23/1996 0:00,11/23/1996,11/23/1996 0:00,11/23/1996,-30.29405403,153.1161194,,,,1,20000000,,,,,,,,,,,,New South Wales
549,Extreme Weather,10/03/1993,10/03/1993,10/04/1993,10/04/1993,-36.5514946,145.9817047,,,,,12000000,,,500,,,,,,,,,Victoria
550,Urban Fire ,8/24/2011 0:00,8/24/2011,8/24/2011 0:00,8/24/2011,-27.62787819,153.1193695,,,2,11,,,1,,,,2,,,,,,Queensland
551,Transport ,05/05/1947,05/05/1947,05/05/1947,5/05/1947,-27.37134743,152.8867645,,,38,16,,,,,,,,,,,,,Queensland
552,Extreme Weather,04/04/1989,04/04/1989,4/20/1989 0:00,4/20/1989,-19.64258766,147.590332,,,,3,26000000,,,,,,,,,,,,New South Wales
552,Extreme Weather,04/04/1989,04/04/1989,4/20/1989 0:00,4/20/1989,-19.64258766,147.590332,,,,3,26000000,,,,,,,,,,,,Queensland
553,Shipwreck ,27/08/1840 00:00:00,27/08/1840,27/08/1840 00:00:00,27/08/1840,-43.05584335,148.0428314,,,,3,,,,,,,,,,,,,Tasmania
554,Shipwreck ,20/09/1838 00:00:00,20/09/1838,20/09/1838 00:00:00,20/09/1838,-39.18968964,145.8654785,,,,18,,,,,,,,,,,,,Tasmania
555,Shipwreck ,17/05/1838 00:00:00,17/05/1838,17/05/1838 00:00:00,17/05/1838,-40.1872673,146.6125488,,,,6,,,,,,,,,,,,,Tasmania
556,Shipwreck ,27/04/1838 00:00:00,27/04/1838,27/04/1838 00:00:00,27/04/1838,-42.82764053,148.3703613,,,,15,,,,,,,,,,,,,Tasmania
557,Shipwreck ,05/05/1837 00:00:00,05/05/1837,05/05/1837 00:00:00,05/05/1837,-43.560491,147.321167,,,,4,,,,,,,,,,,,,Tasmania
558,Shipwreck ,16/07/1835 00:00:00,16/07/1835,16/07/1835 00:00:00,16/07/1835,-43.43397522,147.3960114,,,,17,,,,,,,,,,,,,Tasmania
559,Shipwreck ,14/05/1835 00:00:00,14/05/1835,14/05/1835 00:00:00,14/05/1835,-39.75788116,143.8165283,,,,218,,,,,,,,,,,,,Tasmania
560,Shipwreck ,12/04/1835 00:00:00,12/04/1835,12/04/1835 00:00:00,12/04/1835,-43.71355057,147.2717285,,,,133,,,,,,,,,,,,,Tasmania
561,Shipwreck ,30/06/1826 00:00:00,30/06/1826,30/06/1826 00:00:00,30/06/1826,-40.73633194,147.9515076,,,,13,,,,,,,,,,,,,Tasmania
562,Shipwreck ,21/05/1854 00:00:00,21/05/1854,21/05/1854 00:00:00,21/05/1854,-39.78954315,143.6531067,,,,17,,,,,,,,,,,,,Tasmania
563,Shipwreck ,04/08/1845 00:00:00,04/08/1845,04/08/1845 00:00:00,04/08/1845,-39.85388565,143.6627197,,,,408,,,,,,,,,,,,,Tasmania
564,Shipwreck ,21/05/1842 00:00:00,21/05/1842,21/05/1842 00:00:00,21/05/1842,-41.064339,146.512985,,,,8,,,,,,,,,,,,,Tasmania
565,Shipwreck ,27/10/1848 00:00:00,27/10/1848,27/10/1848 00:00:00,27/10/1848,-40.43597412,148.4953918,,,,16,,,,,,,,,,,,,Tasmania
566,Shipwreck ,08/09/1851 00:00:00,08/09/1851,08/09/1851 00:00:00,08/09/1851,-41.02653503,146.7416382,,,,3,,,,,,,,,,,,,Tasmania
567,Shipwreck ,19/02/1853 00:00:00,19/02/1853,19/02/1853 00:00:00,19/02/1853,-40.069664,147.5614929,,,,9,,,,,,,,,,,,,Tasmania
568,Shipwreck ,29/04/1853 00:00:00,29/04/1853,29/04/1853 00:00:00,29/04/1853,-41.05501938,144.6611023,,,,6,,,,,,,,,,,,,Tasmania
569,Extreme Weather,9/28/2011 0:00,9/28/2011,9/29/2011 0:00,9/29/2011,-37.81229401,144.9632263,,,,,,,,,,,,,,,,,Victoria
570,Shipwreck ,13/07/1852 00:00:00,13/07/1852,13/07/1852 00:00:00,13/07/1852,-42.81026077,147.8921204,,,,8,,,,,,,,,,,,,Tasmania
571,Shipwreck ,21/03/1854 00:00:00,21/03/1854,21/03/1854 00:00:00,21/03/1854,-40.56650162,148.1149292,,,,4,,,,,,,,,,,,,Tasmania
572,Shipwreck ,31/03/1854 00:00:00,31/03/1854,31/03/1854 00:00:00,31/03/1854,-43.77902603,146.9750977,,,,11,,,,,,,,,,,,,Tasmania
573,Shipwreck ,28/05/1855 00:00:00,28/05/1855,28/05/1855 00:00:00,28/05/1855,-39.67337036,143.7670898,,,,4,,,,,,,,,,,,,Tasmania
